suite,x_name,x_value,trial_id,seed,snr_db,variant,variant_label,failed,error,resolved_config_hash,y_noisy_hash,base_y_noisy_hash,nested_receiver_noise_convention,reference_sigma2,stage1_output_hash,candidate_hash,reference_type,peb_position_m,position_error_m,clock_error_ns,channel_nmse,noisy_fit_nmse,outlier,raw_objective_final,total_objective_final,stage1_position_error_m,stage1_delay_rmse_ns,stage1_delay_max_abs_error_ns,stage1_min_delay_separation_ns,stage1_panel_pairing_correct,stage1_runtime_s,mksc_projection_runtime_s,common_geometry_runtime_s,anchor_refresh_runtime_s,stage3_runtime_s,deployment_runtime_s,rss_mb_before,rss_mb_peak,rss_mb_after,memory_measurement,optimizer_evaluations,clock_interval_evaluations,clock_certified,clock_certificate_gap,clock_branch_ambiguous,outer_safeguard_used,selected_candidate,stage1_evs_union_rank,stage1_evs_retained_energy_fraction,stage1_assignment_margin,stage1_max_rank1_ratio,common_geometry_hessian_min_eig,common_geometry_hessian_condition,stage1_basin_acquired,receiver_mode,N,T,K,M_A,M_R,p_true_x,p_true_y,p_true_z,target_delay_separation_ns,achieved_delay_separation_ns,polarization_overlap_target,polarization_overlap_achieved,delay_error_tolerance_ns,pole_collapse_tolerance_ns,estimated_path_count,resolution_success,resolution_failure_reason
evs_resolvability,delay_separation_ns,0.1,3,1042716632,-10.0,proposed_full_6d,MKSC-GI-balanced + CCOP-JVP [full_6d],False,,8bbeb9485992438239d9d2c68b31611f6ae92100cebef68882f58e55f28dc94f,16d50b60d3244cb2282490295d871506614c1b150e29b4ad2c614652d73cd4e2,16d50b60d3244cb2282490295d871506614c1b150e29b4ad2c614652d73cd4e2,fixed_full6d_reference_sigma2,1.2053250751688538,f7f839bcd7b424e2af8ea33e69306e63ae19d60300ff328cb673642aa4d7f519,18a0ee57877bf0d1353727a6ade55e400e5f9d88543d40925f1a748012968293,,,0.0007524604599527817,0.0011906817767949186,2.4155001886965222e-05,0.9092039578009506,False,1.203889873921974,1.203889892909491,0.00475844872156188,89.57690129799356,155.15173709436672,1.2414180966558017,True,20.681808553636074,0.8119600918143988,1.600642766803503,0.2785272430628538,0.9767789049074054,21.65858745854348,,,,,12,3000,True,9.006256998261999e-11,False,False,ccop_lbfgsb,6,0.14731968680844895,0.06403737993374246,0.9763304324926435,5.7437413550653975,63.322648480729896,True,full_6d,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,delay_error
evs_resolvability,delay_separation_ns,0.1,3,1042716632,-10.0,proposed_scalar,MKSC-GI-balanced + CCOP-JVP [scalar],False,,6cc80b813fa0f9d2e2dae8b85e0e590daa7bfb3623f078cec02ef497d98ec0af,d73cdf795d6d4a7171760ee5f284d21a94f0758c0ec23078a2e2326e762b62e8,16d50b60d3244cb2282490295d871506614c1b150e29b4ad2c614652d73cd4e2,fixed_full6d_reference_sigma2,1.2053250751688538,b60933c1ebc01ee17dcc5c95767a0d3c1a46c5184ad700d380008168dba63f00,76053ffd2e0a852a6d2798e2cb1630e243b8a196fa11e2e8a06b40538522c58a,,,1.4615311787269745,4.472123114267896,0.9927217891469245,0.999715261014114,True,0.20892353302635408,0.20892353345856632,2.0454160313607206,59.85304680371988,103.10869222283291,10.732145554863873,False,21.81095878779888,0.8287201561033726,3.289046620950103,0.1968810511752963,1.3265282502397895,23.13748703803867,,,,,18,3994,True,1.8992094052630624e-11,False,False,ccop_lbfgsb,3,0.22038481984408362,0.03299605804668641,0.960617695439929,0.9802331612190329,747.9714974228484,False,scalar,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,panel_pairing_error
evs_resolvability,delay_separation_ns,0.1,4,1379478681,-10.0,proposed_dual_pol,MKSC-GI-balanced + CCOP-JVP [dual_pol],False,,552b86cf25f0bd3a41056470f8cab1de76f23df1e581b15acdb631f2c135fd80,891bcf102b0a2e1ee63a4d03dcdd11432c9f72706f91f65cd956d37782dc1879,0993134972088d0369c3aabfc79545cb83ba8b6761a8d34ba7d3749bb81f257f,fixed_full6d_reference_sigma2,2.2056875173846833,3df326e7c410dba1f546722b976ed73e0590c169b8174528b41ce978558deb05,d87a44a28f4413ca783f16b703cb5bf12c888edf23e436f303d35b232809def5,,,0.004758926873734732,0.011085785860390622,0.5029361241123191,0.9912191921818316,False,0.7428338186497183,0.7428338186504857,0.0074896090060580685,44.4972076842089,77.07001217928065,0.5429069943112809,True,22.643110370263457,0.9175415206700563,2.474796119146049,0.19909605849534273,0.7389219719916582,23.382032342255116,,,,,13,3149,True,3.6567569666011296e-11,False,False,ccop_lbfgsb,6,0.2001498843149829,0.04689714340019537,0.9716206819575505,2.9136328606696558,73.31693641341657,True,dual_pol,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,delay_error
evs_resolvability,delay_separation_ns,0.1,4,1379478681,-10.0,proposed_full_6d,MKSC-GI-balanced + CCOP-JVP [full_6d],False,,3e847401e98c026b519ec0303620c65ac572ef83820a532dcb73cf71da715854,0993134972088d0369c3aabfc79545cb83ba8b6761a8d34ba7d3749bb81f257f,0993134972088d0369c3aabfc79545cb83ba8b6761a8d34ba7d3749bb81f257f,fixed_full6d_reference_sigma2,2.2056875173846833,365eda12e9b8e241e5d95d5dbfed28989c4309d82a0c2350a0fe5aeee16ae0a9,dc628d0623ae342dea51582886b9d32ea076d7c4a9b92d033d807ce648e47c59,,,0.0011579516274426965,0.0007487638870708807,4.5454435116646546e-05,0.9087708180025308,False,2.208274447681649,2.2082744492592976,0.0008490438577138554,65.54954182986633,113.53512825283251,1.3351724763648645,False,21.596972120925784,0.9032417833805084,2.511408494785428,0.2091753901913762,0.7094898112118244,22.30646193213761,,,,,10,2512,True,6.861575857761809e-11,False,False,ccop_lbfgsb,6,0.14808212861504477,0.05773861558064179,0.9735740762344902,8.933123647727875,70.32795518439886,True,full_6d,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,panel_pairing_error
evs_resolvability,delay_separation_ns,0.1,4,1379478681,-10.0,proposed_scalar,MKSC-GI-balanced + CCOP-JVP [scalar],False,,8cf66d0763e818d6abf8fd783e1cf979dfe2c06867d1f0090ea49b09cc476acb,8779475e0d5da4390be52e19850f6355fb430ee0dee93662fb1ac3469e215438,0993134972088d0369c3aabfc79545cb83ba8b6761a8d34ba7d3749bb81f257f,fixed_full6d_reference_sigma2,2.2056875173846833,2f382e0183e6c71d16680ad71af924494116698578a98f9083cde18811aae957,c8b3eb1cac313d85b2c70be74190e8703bcc0e39881d3d757298f3afb3f64526,,,1.4919100473092286,0.7467954904685385,0.9992787785223574,0.9999897915823867,True,0.3708092220011205,0.37080922222375307,1.5477300436401773,69.94859551206778,102.65805752724175,38.43074487572393,True,21.826976526528597,1.1517645176500082,2.3251528535038233,0.27852359414100647,2.4356313263997436,24.26260785292834,,,,,31,6793,True,1.6586414931618183e-11,False,False,ccop_lbfgsb,3,0.18962614340957792,0.0014098407612522326,0.972184818424636,0.7808961364167316,6.229547726603226,False,scalar,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,delay_error
evs_resolvability,delay_separation_ns,0.1,5,437633189,-10.0,proposed_dual_pol,MKSC-GI-balanced + CCOP-JVP [dual_pol],False,,24506fcd43bb99c1b6d90f94fadbd32839da53502d1b5536f00cdfc9b8383e4f,8280190d0d63f6ae3e4e6082083b0b823901b25bc0d000925ee039f766edd014,1e65c606b40372cbe05d11dc996bddab928123560dd2d50dd46b96e9f27bd72b,fixed_full6d_reference_sigma2,5.734436856215315,cdba39d420b4dc5c68f057858f2b70106ceb4aa94aff5e92ff21b040928f9ff2,d77c0ffc086bac1d52ee27aeb968e855f9efd4eb20b78362df3028f0c4e98fba,,,1.3854339480813538,3.2246743140178107,0.9945187989037243,0.9996189801289008,True,2.0528706973450004,2.052870711071948,1.4026361476031424,15.222753739491255,25.023501806499723,9.494272251685937,True,11.821553122252226,0.4412116874009371,1.0987348156049848,0.07817162480205297,0.44804738089442253,12.269600503146648,,,,,16,3712,True,2.019274418456289e-10,False,False,ccop_lbfgsb,6,0.24460033394566932,0.23344338723549074,0.9821147288329928,0.09789971835936336,32.754855370967896,False,dual_pol,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,delay_error
evs_resolvability,delay_separation_ns,0.1,5,437633189,-10.0,proposed_full_6d,MKSC-GI-balanced + CCOP-JVP [full_6d],False,,3fb523916cc2d8eaa33625d41c3b8e95aa40278bbc528522e0966ae0b0a4d10b,1e65c606b40372cbe05d11dc996bddab928123560dd2d50dd46b96e9f27bd72b,1e65c606b40372cbe05d11dc996bddab928123560dd2d50dd46b96e9f27bd72b,fixed_full6d_reference_sigma2,5.734436856215315,c9da806f525c404607b6a43d17cc5b6cc920c4dca3af9aca9d23ed73b8d62af7,0b85fb8a4c70790de377b7e666e84acd2831337cd6e25a2dcfcd485e1413a05a,,,0.0022523381367782615,0.0011377832880965918,0.00022185466288326323,0.9089006894794898,False,5.7263144565949045,5.726404825876158,0.0994642509975806,52.63726862036164,91.16629271286922,2.1124513372027915,True,38.18672949820757,0.8356428500264883,4.478529967367649,0.13193475361913443,1.4354279339313507,39.62215743213892,,,,,17,4229,True,2.0698771562117612e-10,False,False,ccop_lbfgsb,6,0.14805301898034362,0.0571656892237577,0.979706590153667,0.2413258391416266,235.78592312569688,True,full_6d,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,delay_error
evs_resolvability,delay_separation_ns,0.1,5,437633189,-10.0,proposed_scalar,MKSC-GI-balanced + CCOP-JVP [scalar],False,,17a616ea1145a57be0bc39f7b678ba0a3772aa83ff98f1e298b5b9ba53467909,c2feccfcc94f0e6ed21caf1f98b2330b3072db4fabc9a070ef39b8c4a0f151ac,1e65c606b40372cbe05d11dc996bddab928123560dd2d50dd46b96e9f27bd72b,fixed_full6d_reference_sigma2,5.734436856215315,f14037edd231a8027b081a7ad45be6e0853c4b8e464987875a5e667c3776df3b,e3f4964b81ec4ea5a289c3918354acd97750ce552fd60319454482aee109865a,,,0.232105019404022,0.7689559619063981,0.8914414015796047,0.9965617587002004,True,0.9839077522968386,0.9839077522997028,0.23084170142144855,77.13281752950172,133.2242285675308,9.940239396181806,False,24.14829601533711,0.8919024746865034,1.9376449324190617,0.18947031907737255,0.5574758760631084,24.705771891400218,,,,,14,3330,True,6.994050077480401e-11,False,False,ccop_lbfgsb,3,0.21238823325073514,0.005722398640348021,0.9800131925467206,0.3829073146304162,663.2237598292664,False,scalar,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,panel_pairing_error
evs_resolvability,delay_separation_ns,0.1,6,2881208579,-10.0,proposed_dual_pol,MKSC-GI-balanced + CCOP-JVP [dual_pol],False,,b6f7c2dd0a3dd77510c52530b3597252aeba8fb30b058c0f4271ec1bba8f8b07,b016b48011149de98dd96adb1e748709bc1e0b4b1c3649d263351dd50ad9efc2,834e1635cc2daa66895f0a249058c940feec2b628bb5cc7b5c0312a7018a9200,fixed_full6d_reference_sigma2,5.611886244255222,1f5cd0105033a191b6ef2f7588f41912472be7ebe0155f6a1483cc619b729f7a,6fc9b7c61e749a9645ff30638608d8436cb2c34daf4eb829a3cbf726bba1e0c0,,,0.002313030748708345,0.002074174398534499,0.500058619566492,0.9377197676490232,False,2.003482288264038,2.0034822882679952,0.005451661462435771,27.841976422758343,48.22361452831656,1.2731964965994662,True,20.75050821248442,0.7828337587416172,2.3152099708095193,0.28678284492343664,0.9252182925119996,21.67572650499642,,,,,10,2496,True,1.7623093343245657e-10,False,False,ccop_lbfgsb,6,0.2887325354857872,0.09590938527951201,0.9771768747671752,5.072829453414011,87.34079860877249,True,dual_pol,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,delay_error
evs_resolvability,delay_separation_ns,0.1,6,2881208579,-10.0,proposed_full_6d,MKSC-GI-balanced + CCOP-JVP [full_6d],False,,b4bea3ca324246474eb7ce3768bd9bb8daefd43e959e45b3de0131997c0a701b,834e1635cc2daa66895f0a249058c940feec2b628bb5cc7b5c0312a7018a9200,834e1635cc2daa66895f0a249058c940feec2b628bb5cc7b5c0312a7018a9200,fixed_full6d_reference_sigma2,5.611886244255222,6e524dc16743b7555cd94b99a5760eccd122cb652badad17ca79918a830c773e,3a8b26afcc13b4e4ac1938517769e346bbcff50895798ed1f1b4a27dde95f817,,,0.0023215863867546553,0.0003559174630947664,3.912737701405327e-05,0.909134217844941,False,5.606716347808478,5.6067163480980025,0.0016475504358563723,43.18583345207906,74.80005264649355,1.1863637800406959,True,20.05296998936683,1.0972020085901022,2.363475344143808,0.223459935747087,0.8373039970174432,20.890273986384273,,,,,11,2727,True,1.1528379191895029e-10,False,False,ccop_lbfgsb,6,0.1477864862582194,0.04740036492382006,0.9866277766778369,6.0220249938658545,79.69059757374274,True,full_6d,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,delay_error
